canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url
fapo immobilien consulting gmbh,FAPO Immobilien Consulting GmbH,FAPO Immobilien Consulting GmbH,1,burgenland,533ce47f-0eaf-4296-adb1-b88785c8fcff,Hackerberg 78 8292 Hackerberg,https://fapo.immobilien/,https://fapo.immobilien/,office@fapo.immobilien,+43%20699-10060300,https://firmen.wko.at/fapo-immobilien-consulting-gmbh/burgenland/?firmaid=533ce47f-0eaf-4296-adb1-b88785c8fcff&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter
faritsch immobilien gmbh und co kg,Faritsch Immobilien GmbH & Co KG,Faritsch Immobilien GmbH & Co KG,1,oberösterreich,e488c722-e07d-4a8f-9642-0a29040f2088,Franz Crenneville-Straße 4 4810 Gmunden,http://www.immo-faritsch.at/,http://www.immo-faritsch.at/,office@immo-faritsch.at,+43%20(0)7612%2073007 | +43%20(0)664%209070900,https://firmen.wko.at/faritsch-immobilien-gmbh-und-co-kg-immobilientreuhand-faritsch-kg/ober%c3%b6sterreich/?firmaid=e488c722-e07d-4a8f-9642-0a29040f2088&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
favorite immobilientreuhand gmbh,Favorite Immobilientreuhand GmbH,Favorite Immobilientreuhand GmbH,2,oberösterreich | wien,a2f6ccec-a44a-4e24-aae5-4085fff213bf | 8a04abb6-714c-47e5-8051-3971fee1908c,Dr.-Koss-Straße 8 4600 Wels | Laxenburger Straße 46/3 1100 Wien,http://www.favorite-immo.at/,http://www.favorite-immo.at/,office@favorite-immo.at,+4366488791176,https://firmen.wko.at/favorite-immobilientreuhand-gmbh/ober%c3%b6sterreich/?firmaid=a2f6ccec-a44a-4e24-aae5-4085fff213bf&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
feldstein immobilien gmbh,Feldstein Immobilien GmbH,Feldstein Immobilien GmbH,1,salzburg,bf41b770-9e8f-403c-a084-54a5d749dd2e,Ganshofstraße 25 5020 Salzburg,,,office@feldstein.at,+43%20664%2088234637,https://firmen.wko.at/feldstein-immobilien-gmbh-immobilien/salzburg/?firmaid=bf41b770-9e8f-403c-a084-54a5d749dd2e&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
fellmann liegenschaftsverwaltungs gmbh,Fellmann Liegenschaftsverwaltungs GmbH,Fellmann Liegenschaftsverwaltungs GmbH,1,niederösterreich,f5c3010a-6e36-4d14-bfdf-2a21e0fc72d5,Trapplstraße 8 3151 St. Pölten,http://www.fellmann.at/,http://www.fellmann.at/,office@fellmann.at,+43%202742%20862,https://firmen.wko.at/fellmann-liegenschaftsverwaltungs-gmbh-fellmann/nieder%c3%b6sterreich/?firmaid=f5c3010a-6e36-4d14-bfdf-2a21e0fc72d5&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
fendt holding gmbh,Fendt Holding GmbH,Fendt Holding GmbH,1,oberösterreich,41318d35-a45b-4e51-9e65-bc8f80c2df0b,Mundenham 59 5163 Palting,,,,,https://firmen.wko.at/fendt-holding-gmbh/ober%c3%b6sterreich/?firmaid=41318d35-a45b-4e51-9e65-bc8f80c2df0b&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
fenomen immobilien e u,FENOMEN Immobilien e.U.,FENOMEN Immobilien e.U.,1,steiermark,ed6f0cf8-1768-42f8-85e2-be7e804fdd99,Sailergasse 14 8430 Leibnitz,,,,,https://firmen.wko.at/fenomen-immobilien-eu/steiermark/?firmaid=ed6f0cf8-1768-42f8-85e2-be7e804fdd99&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
ferdinand stubenvoll,Ferdinand Stubenvoll,Ferdinand Stubenvoll,1,wien,fc5a38bc-b0ad-4ee4-90b5-7b7bfe1a2c15,Immobilienmakler - Bauträger - Immobilienverwalter 0664 3088940,http://www.stubenvollimmobilien.at/,http://www.stubenvollimmobilien.at/,office@stubenvollimmobilien.at,0664%203088940,https://firmen.wko.at/ferdinand-stubenvoll-immobilienmakler-bautr%c3%a4ger-immobilienverwalter/wien/?firmaid=fc5a38bc-b0ad-4ee4-90b5-7b7bfe1a2c15&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
fetz immobilien gmbh,Fetz Immobilien Gmbh,Fetz Immobilien Gmbh,1,vorarlberg,8eebe430-32b7-4494-890e-9f96dac95c4f,Vorderreuthe 129 6870 Reuthe,,,,,https://firmen.wko.at/fetz-immobilien-gmbh/vorarlberg/?firmaid=8eebe430-32b7-4494-890e-9f96dac95c4f&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
fidelius immobilien und services gmbh,Fidelius Immobilien & Services GmbH,Fidelius Immobilien & Services GmbH,1,salzburg,15cc6bfd-0d36-4a5e-88c1-c1207816096a,Gartenstraße 10 5082 Grödig,,,,,https://firmen.wko.at/fidelius-immobilien-und-services-gmbh/salzburg/?firmaid=15cc6bfd-0d36-4a5e-88c1-c1207816096a&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
fig immobilien e u,FIG Immobilien e.U.,FIG Immobilien e.U.,1,burgenland,a5c87114-f412-429b-95f9-78fffd367adf,Scheibengasse 26 7033 Pöttsching,,,,,https://firmen.wko.at/fig-immobilien-eu/burgenland/?firmaid=a5c87114-f412-429b-95f9-78fffd367adf&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter
filia kg,FILIA KG,FILIA KG,1,niederösterreich,d199ac02-7cab-4ef0-b91e-cb8ea757bd2e,L.-Kunschak-Gasse 6 2380 Perchtoldsdorf,,,,,https://firmen.wko.at/filia-kg/nieder%c3%b6sterreich/?firmaid=d199ac02-7cab-4ef0-b91e-cb8ea757bd2e&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
finanz und bauconsult ges m b h,Finanz- und Bauconsult Ges.m.b.H.,Finanz- und Bauconsult Ges.m.b.H.,1,kärnten,3e729cb5-3c0a-4193-a11c-5885fd1257e7,St. Veiter Ring 53 9020 Klagenfurt am Wörthersee,,,,,https://firmen.wko.at/finanz-und-bauconsult-gesmbh/k%c3%a4rnten/?firmaid=3e729cb5-3c0a-4193-a11c-5885fd1257e7&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
findler und span immobilientreuhand gmbh,Findler & Span Immobilientreuhand GmbH,Findler & Span Immobilientreuhand GmbH,1,tirol,6d37114e-fe52-4b5d-956b-e5fa84806bd7,Kranewitterstraße 45 6020 Innsbruck,http://www.findler-span.at/,http://www.findler-span.at/,office@findler-span.at,0512/347788,https://firmen.wko.at/findler-und-span-immobilientreuhand-gmbh/tirol/?firmaid=6d37114e-fe52-4b5d-956b-e5fa84806bd7&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
fle gmbh,FLE GmbH,FLE GmbH,1,wien,7dfc7864-809d-4186-b383-5ae15c289bd3,Freyung 4/12 1010 Wien,,,,,https://firmen.wko.at/fle-gmbh/wien/?firmaid=7dfc7864-809d-4186-b383-5ae15c289bd3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
florian franz helmut apfelbeck,Florian Franz Helmut Apfelbeck,Florian Franz Helmut Apfelbeck,1,steiermark,aabfd06d-bfa6-45db-819d-c36fee0488c2,"Franckstraße 41, Tür 12 8010 Graz",https://apfelbeck-verwaltung.at/,https://apfelbeck-verwaltung.at/,office@apfelbeck-verwaltung.at,+43316375316,https://firmen.wko.at/florian-franz-helmut-apfelbeck-apfelbeck-immobilienverwaltung/steiermark/?firmaid=aabfd06d-bfa6-45db-819d-c36fee0488c2&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
florian lehner mba,"Florian Lehner, MBA","Florian Lehner, MBA",1,oberösterreich,4626f61d-8f6e-4255-bb1b-05c801193a2e,Doppelbauer-Straße 11 4600 Wels,,,,,https://firmen.wko.at/florian-lehner-mba/ober%c3%b6sterreich/?firmaid=4626f61d-8f6e-4255-bb1b-05c801193a2e&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
fm plus facility management gmbh für wissenschaft kultur in noe,FM-Plus Facility Management GmbH für Wissenschaft + Kultur in NOE,FM-Plus Facility Management GmbH für Wissenschaft + Kultur in NOE,1,niederösterreich,8ee145a0-d887-417e-8e71-7ba882a54d5f,Dr.-Karl-Dorrek-Straße 30 3500 Krems an der Donau,,,,,https://firmen.wko.at/fm-plus-facility-management-gmbh-f%c3%bcr-wissenschaft-kultur-in-noe/nieder%c3%b6sterreich/?firmaid=8ee145a0-d887-417e-8e71-7ba882a54d5f&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
fmd immo management e u,FMD Immo-Management e.U.,FMD Immo-Management e.U.,1,tirol,d4d90c32-b401-4f15-b150-96df76be05e6,"Schulgasse 1, Top 3 6142 Mieders",http://www.fmd-immo.at/,http://www.fmd-immo.at/,info@fmd-immo.at,+43%20677%2062647559,https://firmen.wko.at/fmd-immo-management-eu-fmd-immo-management/tirol/?firmaid=d4d90c32-b401-4f15-b150-96df76be05e6&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
fohn immobilienverwaltung gmbh,FOHN Immobilienverwaltung GmbH,FOHN Immobilienverwaltung GmbH,1,kärnten,359ee1cb-0cf6-48f8-8f6a-4acbeb4fa795,Hauptplatz 29 9500 Villach,https://fohn.at/,https://fohn.at/,office@fohn.at,+43%204242%20240%2004,https://firmen.wko.at/fohn-immobilienverwaltung-gmbh/k%c3%a4rnten/?firmaid=359ee1cb-0cf6-48f8-8f6a-4acbeb4fa795&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
fonds für temporäres wohnen in wien,Fonds für temporäres Wohnen in Wien,Fonds für temporäres Wohnen in Wien,1,wien,43e76203-31c1-4c07-ba28-75ebdeb32e99,Schlachthausgasse 29 1030 Wien,,,,,https://firmen.wko.at/fonds-f%c3%bcr-tempor%c3%a4res-wohnen-in-wien/wien/?firmaid=43e76203-31c1-4c07-ba28-75ebdeb32e99&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
forum koup gmbh,forum.koup gmbh,forum.koup gmbh,1,niederösterreich,342bfa82-6c6a-4838-969f-d34b665877f1,"Mittere Gasse 23, Top 14 2700 Wiener Neustadt",,,,,https://firmen.wko.at/forumkoup-gmbh/nieder%c3%b6sterreich/?firmaid=342bfa82-6c6a-4838-969f-d34b665877f1&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
frag minka immobilienberatungs gmbh,Frag Minka Immobilienberatungs GmbH,Frag Minka Immobilienberatungs GmbH,1,wien,2ffb0150-bc51-407e-8b5b-9c5c5e3b9707,Tuchlauben 7A 1010 Wien,,,,,https://firmen.wko.at/frag-minka-immobilienberatungs-gmbh/wien/?firmaid=2ffb0150-bc51-407e-8b5b-9c5c5e3b9707&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
franz brunner gmbh,Franz Brunner GmbH,Franz Brunner GmbH,1,kärnten,b0f9b57a-0a68-4846-b723-644f4c0a31e7,Jahnstraße 1 9400 Wolfsberg,,,immobilien.brunner@aon.at,+43%204352%2052653 | +43%20663%20842830,https://firmen.wko.at/franz-brunner-gmbh/k%c3%a4rnten/?firmaid=b0f9b57a-0a68-4846-b723-644f4c0a31e7&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
franz capoun,Franz Capoun,Franz Capoun,1,wien,fc3963e8-12cf-49f1-8b5f-23cd5782b9fd,Staudgasse 85 1180 Wien,,,th.weselsky@weselsky.at,01/478%2008%2048,https://firmen.wko.at/franz-capoun/wien/?firmaid=fc3963e8-12cf-49f1-8b5f-23cd5782b9fd&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
franz chreiska ma,"Franz Chreiska, MA","Franz Chreiska, MA",1,wien,b2d04484-4acd-4cb6-89e7-bddf4676492b,Grünentorgasse 19/15 1090 Wien,https://www.wohnsicht.at/,https://www.wohnsicht.at/,fc-immo@wohnsicht.at,+436609940715,https://firmen.wko.at/franz-chreiska-ma-franz-chreiska-ma-immobilienmanagement/wien/?firmaid=b2d04484-4acd-4cb6-89e7-bddf4676492b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
franz josef holler gmbh,Franz Josef Holler GmbH,Franz Josef Holler GmbH,1,steiermark,27dfe4c7-b524-4b18-ad33-0966c4790107,Gürtlweg 1 8431 Gralla,,,,,https://firmen.wko.at/franz-josef-holler-gmbh/steiermark/?firmaid=27dfe4c7-b524-4b18-ad33-0966c4790107&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
franz kramas gebäudeverwaltung g m b h,Franz Kramas Gebäudeverwaltung G.m.b.H.,Franz Kramas Gebäudeverwaltung G.m.b.H.,1,wien,cbd09d2d-cff7-4a30-8a18-11710631c757,Liechtensteinstraße 36 1090 Wien,http://www.kramas.at/,http://www.kramas.at/,kramas@kramas.at,+43%20(0)%201%20317%2093%2019,https://firmen.wko.at/franz-kramas-geb%c3%a4udeverwaltung-gmbh/wien/?firmaid=cbd09d2d-cff7-4a30-8a18-11710631c757&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
franz menhart,Franz Menhart,Franz Menhart,1,steiermark,fb12874d-a3a0-44a4-b7f7-26222e9cee1e,+43 699 11399884 0699 11399884,http://www.mf-hausbetreuung.at/,http://www.mf-hausbetreuung.at/,f.menhart@bktv.at,+43%20699%2011399884 | 0699%2011399884,https://firmen.wko.at/franz-menhart-mf-hausbetreuung/steiermark/?firmaid=fb12874d-a3a0-44a4-b7f7-26222e9cee1e&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
franz paleczek,Franz Paleczek,Franz Paleczek,1,wien,c82ff7bc-46a9-47f4-b73a-02825d0988e7,Schönbrunner Straße 112 1050 Wien,,,immobilien@paleczek.at,01/544%2005%2001,https://firmen.wko.at/franz-paleczek/wien/?firmaid=c82ff7bc-46a9-47f4-b73a-02825d0988e7&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
franz pum immobilienverwaltungs gmbh,Franz Pum Immobilienverwaltungs GmbH,Franz Pum Immobilienverwaltungs GmbH,1,niederösterreich,acf4a365-1812-47e6-82da-749abce9596b,Stockerauer Str. 37 2104 Spillern,,,,,https://firmen.wko.at/franz-pum-immobilienverwaltungs-gmbh/nieder%c3%b6sterreich/?firmaid=acf4a365-1812-47e6-82da-749abce9596b&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
franz schnugg,Franz Schnugg,Franz Schnugg,1,salzburg,fe12dce4-91de-4ca9-92e3-c09ac3e00b7e,Dreifaltigkeitsgasse 3 5020 Salzburg,http://www.arkaden.at/,http://www.arkaden.at/,office@arkaden.at,+43%20662%20885888,https://firmen.wko.at/franz-schnugg/salzburg/?firmaid=fe12dce4-91de-4ca9-92e3-c09ac3e00b7e&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
franz voglsanger kommanditgesellschaft,"Franz Voglsanger, Kommanditgesellschaft","Franz Voglsanger, Kommanditgesellschaft",1,tirol,89bcb7b2-cd54-44b1-86b0-2c0a46997feb,Herzog-Friedrich-Straße 20 6020 Innsbruck,,,,,https://firmen.wko.at/franz-voglsanger-kommanditgesellschaft/tirol/?firmaid=89bcb7b2-cd54-44b1-86b0-2c0a46997feb&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
franz zormann gesellschaft m b h,Franz ZORMANN Gesellschaft m.b.H.,Franz ZORMANN Gesellschaft m.b.H.,1,wien,87c656bd-9b01-4a22-a2c6-214411cce883,Gredlerstraße 3 1020 Wien,http://www.zormann.at/,http://www.zormann.at/,immobilien@zormann.at,+43%20(0)121%20474%2094,https://firmen.wko.at/franz-zormann-gesellschaft-mbh/wien/?firmaid=87c656bd-9b01-4a22-a2c6-214411cce883&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
franz zöchmeister,Franz Zöchmeister,Franz Zöchmeister,1,niederösterreich,26f224d6-a772-4a4f-8442-97a0aeff24d4,Bahnstraße 15 3481 Fels am Wagram,https://www.remax.at/de/im/franz-zoechmeister-70910056,https://www.remax.at/de/im/franz-zoechmeister-70910056,franz@immoteam-zoechmeister.at,+43%20699%2010209313 | +%2043%20699%2010209313,https://firmen.wko.at/franz-z%c3%b6chmeister-immoteam-z%c3%b6chmeister-re-max-dynamic/nieder%c3%b6sterreich/?firmaid=26f224d6-a772-4a4f-8442-97a0aeff24d4&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
freigassner und amenda immobilien gesellschaft mbh,Freigassner & Amenda Immobilien- gesellschaft mbH,Freigassner & Amenda Immobilien- gesellschaft mbH,1,wien,06c9257e-6105-4df5-b098-4a61e7e911f3,Speisinger Straße 7 1130 Wien,,,,,https://firmen.wko.at/freigassner-und-amenda-immobilien-gesellschaft-mbh/wien/?firmaid=06c9257e-6105-4df5-b098-4a61e7e911f3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
freiraum immobilien gmbh,FREIRAUM Immobilien GmbH,FREIRAUM Immobilien GmbH,1,steiermark,10d08aac-be1a-44f3-9140-5a2339e4f0af,Hauptstraße 26 8582 Rosental/Kainach,,,,,https://firmen.wko.at/freiraum-immobilien-gmbh/steiermark/?firmaid=10d08aac-be1a-44f3-9140-5a2339e4f0af&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
frieda rustler gebäudeverwaltung gmbh und co kg,Frieda Rustler Gebäudeverwaltung GmbH & Co KG,Frieda Rustler Gebäudeverwaltung GmbH & Co KG,6,kärnten | oberösterreich | salzburg | steiermark | tirol | wien,eaece165-7f32-4ffe-9a7e-d03f164975ee | adfd8730-4bd8-460c-aae6-0cc0b248685e | 1ee5ecb7-2ab7-4164-8aff-7971bec3175b | 2c171fce-fa55-453e-ac22-0a16194b4491 | 9a6ab8bb-66ba-493c-9451-08d79589a702 | 8577b5a9-a66e-49ee-869e-d413750522c9,Friedensstraße 11 5020 Salzburg | Wielandgasse 2 8010 Graz | Domplatz 2 9020 Klagenfurt am Wörthersee | Physiothermstraße 1 6065 Thaur | Mozartstraße 12-14 4020 Linz | Mariahilfer Straße 196 1150 Wien,http://www.rustler.eu/,http://www.rustler.eu/,office@verwaltung.rustler.eu,01/891%2039-0,https://firmen.wko.at/frieda-rustler-geb%c3%a4udeverwaltung-gmbh-und-co-kg/salzburg/?firmaid=eaece165-7f32-4ffe-9a7e-d03f164975ee&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
friedrich und padelek gesellschaft m b h,Friedrich & Padelek Gesellschaft m.b.H.,Friedrich & Padelek Gesellschaft m.b.H.,1,wien,0ba2a62d-d6db-43fa-adfb-b4f80d3a60ed,Teinfaltstraße 9/4 1010 Wien,http://www.friedrich-padelek.at/,http://www.friedrich-padelek.at/,office-fp@friedrich-padelek.at,01/533%2056%2086-0,https://firmen.wko.at/friedrich-und-padelek-gesellschaft-mbh-fundp-immobilien/wien/?firmaid=0ba2a62d-d6db-43fa-adfb-b4f80d3a60ed&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
friedrich beinhauer gesellschaft m b h,Friedrich Beinhauer Gesellschaft m.b.H.,Friedrich Beinhauer Gesellschaft m.b.H.,1,wien,e9fa9803-b838-42d2-b2d2-a1eb0b45b909,Budinskygasse 7/9 1190 Wien,,,immo-beinhauer@chello.at%20,01/214%2093%2092,https://firmen.wko.at/friedrich-beinhauer-gesellschaft-mbh/wien/?firmaid=e9fa9803-b838-42d2-b2d2-a1eb0b45b909&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
friedrich michael höbart,Friedrich Michael Höbart,Friedrich Michael Höbart,1,kärnten,166d9a71-f79a-490e-ad1c-a1f25418e208,Kurandtplatz 1 9020 Klagenfurt am Wörthersee,http://www.artecielo.at/,http://www.artecielo.at/,office@artecielo.at,+43%20463%20210399%200 | +43%20664%204607744,https://firmen.wko.at/friedrich-michael-h%c3%b6bart-artecielo-immobilien-friedrich-m-h%c3%b6bart/k%c3%a4rnten/?firmaid=166d9a71-f79a-490e-ad1c-a1f25418e208&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
friedrich zagler,Friedrich Zagler,Friedrich Zagler,1,salzburg,afd08eda-9d0d-4dbb-baf1-3c091b7e0643,Gartenweg 3 5162 Obertrum am See,,,zagler.friedrich@aon.at,+43%206219%207533,https://firmen.wko.at/friedrich-zagler-konzessionierter-immobilientreuh%c3%84nder/salzburg/?firmaid=afd08eda-9d0d-4dbb-baf1-3c091b7e0643&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
friesacher immobilien gmbh,Friesacher Immobilien GmbH,Friesacher Immobilien GmbH,1,salzburg,b2a86f4a-adaa-4dfd-8a77-7a5021b47032,Herbert v. Karajan Straße 7 5081 Anif,http://www.friesacher-immobilien.at/,http://www.friesacher-immobilien.at/,office@friesacher-immobilien.at,+43%20(0)6246%20-%2073%20730%20-%200,https://firmen.wko.at/friesacher-immobilien-gmbh-konzessionierte-immobilien-und-hausverwaltungskanzlei/salzburg/?firmaid=b2a86f4a-adaa-4dfd-8a77-7a5021b47032&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
fripal immobilienverwaltung gmbh,FRIPAL - Immobilienverwaltung GmbH,FRIPAL - Immobilienverwaltung GmbH,1,steiermark,26a26b65-3fda-4e13-b9b5-c32437089cdc,Burgring 6 8010 Graz,http://www.fripal.at/,http://www.fripal.at/,office@fripal.at,0316/40%2060%2060-80,https://firmen.wko.at/fripal-immobilienverwaltung-gmbh/steiermark/?firmaid=26a26b65-3fda-4e13-b9b5-c32437089cdc&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
fröschl management gmbh und cokg,Fröschl Management GmbH & CoKG,Fröschl Management GmbH & CoKG,1,tirol,b2b4cafa-88d8-4980-bd3e-26da94000433,Brockenweg 1 6060 Hall in Tirol,,,,,https://firmen.wko.at/fr%c3%b6schl-management-gmbh-und-cokg/tirol/?firmaid=b2b4cafa-88d8-4980-bd3e-26da94000433&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
fsg finanz service gmbh,FSG Finanz Service GmbH.,FSG Finanz Service GmbH.,1,oberösterreich,c45f00c5-55c7-4f34-8f84-26cc04eb97b3,Pacassystraße 4 4210 Gallneukirchen,,,,,https://firmen.wko.at/fsg-finanz-service-gmbh/ober%c3%b6sterreich/?firmaid=c45f00c5-55c7-4f34-8f84-26cc04eb97b3&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
futschik immobilienverwalter und immobilienmakler gmbh,Futschik Immobilienverwalter und Immobilienmakler GmbH,Futschik Immobilienverwalter und Immobilienmakler GmbH,1,wien,51dec7cb-da7d-4343-b110-2da5d33a492f,Leopoldsgasse 12 1020 Wien,,,immobilien.futschik@gmx.at,01/214%2056%2070%20,https://firmen.wko.at/futschik-immobilienverwalter-und-immobilienmakler-gmbh/wien/?firmaid=51dec7cb-da7d-4343-b110-2da5d33a492f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
fzi real gmbh,FZI Real GmbH,FZI Real GmbH,1,wien,5bc5402b-294c-449c-bf3d-77ab0da51557,Lainzer Straße 14/1 1130 Wien,http://www.fzi.at/,http://www.fzi.at/,office@fzi.at,+43%201%20952%2061%2069,https://firmen.wko.at/fzi-real-gmbh-immobilienverwaltung-und-energieverwaltung/wien/?firmaid=5bc5402b-294c-449c-bf3d-77ab0da51557&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
