company_name,wko_rows,states,places,karriere_url,karriere_name,karriere_match_score,karriere_emp_min,karriere_emp_max,karriere_employee_evidence,karriere_jobs,karriere_location_hit
Immobilien Beratung und Service GmbH,1,niederösterreich,2540 Bad Vöslau,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
IMMOBILIEN MAG. WAITZ GmbH,1,niederösterreich,2020 Hollabrunn,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Immobilien Ott GmbH,1,niederösterreich,3300 Amstetten,https://www.karriere.at/f/otto-immobilien,OTTO Immobilien GmbH,96.6,,,,1,True
Immobilien St. Pölten GesmbH,1,niederösterreich,3100 St. Pölten,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Immobilienring GmbH,1,niederösterreich,2340 Mödling,,,,,,,,
Immobilienverwaltung Manninger KG,1,niederösterreich,2345 Brunn am Gebirge,https://www.karriere.at/f/immobilienverwaltung-manninger,Immobilienverwaltung Manninger KG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
IMMOCENTRAL Immobilientreuhand GmbH,2,niederösterreich; wien,1010 Wien | 3100 St.Pölten,https://www.karriere.at/f/immocentral-immobilientreuhand,IMMOCENTRAL Immobilientreuhand GmbH,100.0,,,,0,True
IMMOTOTAL Immobilientreuhand GmbH,3,niederösterreich; wien,1010 Wien | 1130 Wien | 2340 Mödling,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immovium Hausverwaltung e.U.,1,niederösterreich,2326 Maria-Lanzendorf,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Ing. Andreas Pristusek,1,niederösterreich,2320 Schwechat,https://www.karriere.at/f/andreas-auer,Andreas Auer GmbH,73.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,153,False
Ing. Christine Friederike Weber,1,niederösterreich,3400 Kierling,,,,,,,,
"Ing. Clemens Hirtl, MBA",1,niederösterreich,2551 Enzesfeld-Lindabrunn,,,,,,,,
Ing. Rupert Franz Leberzipf,1,niederösterreich,3620 Spitz,,,,,,,,
"Ing. Thomas Franz Wahl, MPA MBA",1,niederösterreich,4482 Ennsdorf,,,,,,,,
Ingrid Faust,1,niederösterreich,2460 Bruck an der Leitha,,,,,,,,
INNEXIS Orth GmbH,1,niederösterreich,2304 Orth an der Donau,,,,,,,,
INVEST- REAL Immobilientreuhänder Ges.m.b.H.,1,niederösterreich,2551 Enzesfeld-Lindabrunn,https://www.karriere.at/f/jt-immobilientreuh%C3%A4nder,JT Immobilientreuhänder GmbH,93.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
IPML GmbH,1,niederösterreich,2630 Ternitz,,,,,,,,
Isabelle Peneder,1,niederösterreich,3500 Krems an der Donau,,,,,,,,
ITK Immobilienverwaltung GmbH,1,niederösterreich,3011 Tullnerbach,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.6,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
IVVS GmbH Immobilienverwaltung- und Vermittlung Steiger,1,niederösterreich,2493 Lichtenwörth,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Johann Georg Lindner,1,niederösterreich,2512 Traiskirchen,https://www.karriere.at/f/lindner-baden,Lindner GmbH,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,False
JT Immobilientreuhänder GmbH,1,niederösterreich,2100 Korneuburg,https://www.karriere.at/f/jt-immobilientreuh%C3%A4nder,JT Immobilientreuhänder GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Juniperus GmbH,1,niederösterreich,3032 Eichgraben,,,,,,,,
Jurai Immobilien Gesellschaft mit beschränkter Haftung,1,niederösterreich,2500 Baden,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Karin Ladler,1,niederösterreich,3040 Tausendblum,,,,,,,,
Karin Schuster KG Immobilienverwaltung,2,niederösterreich; wien,1160 Wien | 2100 Korneuburg,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Kerschbaumer Immobilien GmbH.,1,niederösterreich,2700 Wiener Neustadt,https://www.karriere.at/f/kerschbaumer-immobilien-gmbh,Kerschbaumer Immobilien GmbH.,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
KIEGLER Immobilien GmbH,1,niederösterreich,3032 Eichgraben,https://www.karriere.at/f/kir-immobilien,KIR Immobilien GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Kirchhofer Immobilien GmbH,1,niederösterreich,3500 Krems an der Donau,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Klein & Co Immobilienmanagement GmbH,1,niederösterreich,2371 Hinterbrühl,https://www.karriere.at/f/klein-immobilienmanagement-gmbh,Klein & Co Immobilienmanagement GmbH,100.0,,,,0,False
Koch & Partner Immobilien GmbH,1,niederösterreich,2351 Laxenburg,https://www.karriere.at/f/ins-partner-immobilien,INS Partner Immobilien GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Kristian Zimmermann,3,niederösterreich; wien,1010 Wien | 1220 Wien | 2232 Deutsch-Wagram,https://www.karriere.at/f/zimmermann-mattersburg,Zimmermann GmbH,100.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,15,True
LIFING Gebäudetechnik & Verwaltung GmbH,2,niederösterreich; wien,1130 Wien | 3061 Ollersbach,https://www.karriere.at/f/gc-geb%C3%A4udetechnik,GC Gebäudetechnik KG,90.3,,,,0,True
Lindner Real Immobilientreuhand e.U.,1,niederösterreich,2340 Mödling,https://www.karriere.at/f/fap-real-immobilientreuhand,FAP.real Immobilientreuhand GmbH,92.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Lininger Immobilienmanagement GmbH & Co KG,1,niederösterreich,3300 Amstetten,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,90.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
LP Immobilientreuhand GmbH,1,niederösterreich,3495 Rohrendorf bei Krems,https://www.karriere.at/f/weinberger-immobilientreuhand,Weinberger Immobilientreuhand KG,92.3,,,,0,False
LPZ Verwaltung GmbH,1,niederösterreich,3100 St.Pölten,https://www.karriere.at/f/vo-verwaltung-salzburg-stadt,VO Verwaltung GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
LV Bau GmbH,1,niederösterreich,3400 Klosterneuburg,https://www.karriere.at/f/len-bau,LEN-BAU GmbH,76.9,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,False
Mag. (FH) Gerald Schmidt,1,niederösterreich,2604 Theresienfeld,,,,,,,,
Mag. (FH) Wilhelm Hager,1,niederösterreich,2320 Rauchenwarth,,,,,,,,
Mag. Andreas Karl Hamerle,1,niederösterreich,3400 Klosterneuburg,https://www.karriere.at/f/andreas-auer,Andreas Auer GmbH,73.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,153,False
Mag. Angela Maria Lackinger,2,niederösterreich,2325 Himberg | 2662 Schwarzau im Gebirge,,,,,,,,
Mag. Christoph Leonhard Korosec,1,niederösterreich,3040 Neulengbach,https://www.karriere.at/f/leonhard-lang,Leonhard Lang GmbH,76.2,101,500,Anzahl der Mitarbeiter*innen 101 - 500,14,False
Mag. Dr. Claudia Maria Müllner,1,niederösterreich,2340 Mödling,,,,,,,,
Mag. Dr. Vanessa Rosina Pöttinger-Semm,1,niederösterreich,3331 Sonntagberg,,,,,,,,
Mag. Klaus-Dieter Stingl,1,niederösterreich,2340 Mödling,,,,,,,,
Mag. Michael Moser,1,niederösterreich,3100 St. Pölten,https://www.karriere.at/f/patentanwalt-di-mag-michael-babeluk,Patentanwalt DI Mag. Michael Babeluk,78.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,False
Mag. Michaela Dorothee Beznaus,2,niederösterreich; tirol,3001 Mauerbach | 6365 Kirchberg in Tirol,,,,,,,,
"Mag. Roland Alfred Manseder, MBA",1,niederösterreich,3062 Kirchstetten,,,,,,,,
Mag.(FH) Sonja Maria Liedermann,1,niederösterreich,2100 Korneuburg,https://www.karriere.at/f/notariat-mag-sonja-altmann,Notariat Mag. Sonja Altmann,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,False
Mag.Dr. August Karl Reschreiter,2,niederösterreich; wien,1010 Wien | 2620 Neunkirchen,,,,,,,,
Maria Hummer Ges.m.b.H.,1,niederösterreich,3435 Zwentendorf an der Donau,,,,,,,,
Marktgemeinde Perchtoldsdorf,1,niederösterreich,2380 Perchtoldsdorf,https://www.karriere.at/f/marktgemeinde-perchtoldsdorf,Marktgemeinde Perchtoldsdorf,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,69,True
Markus Christian Leitner,1,niederösterreich,3340 Waidhofen an der Ybbs,https://www.karriere.at/f/leitner,Leitner GmbH,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,69,False
MARO Immobilienmanagement GmbH,1,niederösterreich,2700 Wiener Neustadt,https://www.karriere.at/f/maro,Maro GmbH,100.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,69,False
Meister & Pilgram GmbH,1,niederösterreich,2410 Hainburg a.d. Donau,,,,,,,,
Mersich Immobilien GmbH,1,niederösterreich,2380 Perchtoldsdorf,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Michaela Hofer,1,niederösterreich,0676 6913904,https://www.karriere.at/f/sch%C3%BClerhilfe-dipl-kff-michaela-valian,Schülerhilfe - Dipl.-Kff. Michaela Valian,72.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,9,False
Michaela Schultz,1,niederösterreich,3034 Maria Anzbach,,,,,,,,
MIETWERT Gebäude und Maschinenvermietung GmbH,1,niederösterreich,2620 Neunkirchen,,,,,,,,
Mirvete Ismaili-Miftari,1,niederösterreich,2700 Katzelsdorf,,,,,,,,
MMag. Dr. Matthias Eduard Gass,1,niederösterreich,3032 Eichgraben,,,,,,,,
MMI Holding GmbH,1,niederösterreich,3100 St.Pölten,https://www.karriere.at/f/fmms-holding,FMMS Holding GmbH,87.0,501,2500,Anzahl der Mitarbeiter*innen 501 - 2500,69,False
Monika Auguste Gröbl-Jurai,2,niederösterreich,2500 Baden | 2680 Semmering,,,,,,,,
MW Immobilienberatungs- und -beteiligungs GmbH,1,niederösterreich,3100 St.Pölten,https://www.karriere.at/f/shi-beteiligungs-gmbh,SHI Beteiligungs GmbH,85.7,,,,0,False
Müller & Trampitsch OHG Nachfolger Mag.(FH) Grammanitsch Philipp e.U.,1,niederösterreich,2700 Wiener Neustadt,https://www.karriere.at/f/philipp-gady,Philipp Gady GmbH,73.7,,,,0,False
Neni-Immobilien GmbH,1,niederösterreich,2380 Perchtoldsdorf,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
NEUREAL GmbH,1,niederösterreich,2620 Neunkirchen,,,,,,,,
Nicole Eichinger,1,niederösterreich,3910 Zwettl,https://www.karriere.at/f/nicole-kirschner,Nicole Kirschner,81.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,False
Niederösterreichischer Haus- und Wohnungseigentümerverband,1,niederösterreich,3500 Krems an der Donau,https://www.karriere.at/f/nieder%C3%B6sterreichischer-bauernbund-verein,Niederösterreichischer Bauernbund,80.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,14,False
NLVG GmbH,1,niederösterreich,2620 Neunkirchen,,,,,,,,
NV Immobilien GmbH,3,niederösterreich; wien,1090 Wien | 2344 Maria Enzersdorf | 3100 St.Pölten,https://www.karriere.at/f/nv-immobilien,NV Immobilien GmbH,100.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
Oswald H. Borger Gesellschaft m.b.H.,1,niederösterreich,3100 St. Pölten,https://www.karriere.at/f/oswald-graz,OSWALD Ges.m.b.H.,85.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
P4R management e.U.,1,niederösterreich,2632 St.Valentin-Landschach,https://www.karriere.at/f/rk-management,rk-management GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
"Patricia Alice Malloth, M.A.",1,niederösterreich,2333 Leopoldsdorf,,,,,,,,
Pehn & Partner GmbH,1,niederösterreich,2500 Baden,https://www.karriere.at/f/s3-partner,S3+Partner KG,82.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,False
Peschak Immobilien GmbH,1,niederösterreich,2522 Oberwaltersdorf,https://www.karriere.at/f/poetsch-immobilien,Poetsch Immobilien GmbH,88.9,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,False
Peter Rudolf Lang,1,niederösterreich,2222 Bad Pirawarth,,,,,,,,
Petra Lackner,1,niederösterreich,2500 Baden,https://www.karriere.at/f/r-lackner,R. Lackner GmbH,87.5,11,30,Anzahl der Mitarbeiter*innen 11 - 30,69,False
PF Holding FlexCo,1,niederösterreich,3200 Ober-Grafendorf,https://www.karriere.at/f/vh-holding,VH Holding GmbH,82.4,,,,69,False
PKomm - Pressbaumer Kommunal GmbH,1,niederösterreich,3021 Pressbaum,https://www.karriere.at/f/pkomm-pressbaumer-kommunal,PKomm - Pressbaumer Kommunal GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
PMV Immobilien Management GmbH,4,kärnten; niederösterreich; wien,1030 Wien | 1040 Wien | 2345 Brunn am Gebirge | 9800 Spittal/Drau,https://www.karriere.at/f/pmv-immobilien-management,PMV Immobilien Management GmbH,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,True
Pottensteiner Kommunalbetriebs GmbH,1,niederösterreich,2563 Pottenstein,,,,,,,,
Pristusek & Partner Immobilienverwaltung GmbH,1,niederösterreich,2320 Schwechat,https://www.karriere.at/f/vlk-partner-immobilienverwaltung,Vlk & Partner Immobilienverwaltung GmbH,94.1,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
PROFUNDUS Verwaltung und Vermittlung von Immobilien GmbH,1,niederösterreich,3002 Purkersdorf,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
r.m-s consulting gmbh,1,niederösterreich,2700 Wiener Neustadt,https://www.karriere.at/f/rs-consulting,RS-Consulting,89.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Racoon Property GmbH,1,niederösterreich,3012 Wolfsgraben,,,,,,,,
Real Immobilien e.U.,1,niederösterreich,2542 Kottingbrunn,https://www.karriere.at/f/real-home-immobilien-e-k,Real Home Immobilien E&K GmbH,94.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Real Immobilien Treuhand GmbH,1,niederösterreich,2542 Kottingbrunn,https://www.karriere.at/f/ps-immobilien-treuhand,PS Immobilien Treuhand GmbH,92.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Realitas GmbH,1,niederösterreich,3500 Krems an der Donau,,,,,,,,
Realitäten Ofner GmbH,1,niederösterreich,3040 Tausendblum,https://www.karriere.at/f/dk-realit%C3%A4ten,DK Realitäten GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Realkanzlei Edlauer Immobilientreuhänder GmbH & Co.KG,1,niederösterreich,3100 St. Pölten,https://www.karriere.at/f/jt-immobilientreuh%C3%A4nder,JT Immobilientreuhänder GmbH,93.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Realkanzlei Ferdinand König Gesellschaft m.b.H.,2,niederösterreich; wien,1010 Wien | 3100 St.Pölten,https://www.karriere.at/f/realkanzlei-ferdinand-k%C3%B6nig-gesellschaft-m-b-h,Realkanzlei Ferdinand König Gesellschaft m. b. H.,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,10,True
Realkanzlei Wutzl GmbH,1,niederösterreich,3100 St. Pölten,https://www.karriere.at/f/realkanzlei-ferdinand-k%C3%B6nig-gesellschaft-m-b-h,Realkanzlei Ferdinand König Gesellschaft m. b. H.,78.6,11,30,Anzahl der Mitarbeiter*innen 11 - 30,10,False
Referenz Immobilien GmbH,1,niederösterreich,2540 Bad Vöslau,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Reikersdorfer Hausverwaltung GmbH,2,niederösterreich; oberösterreich,3300 Amstetten | 4400 Steyr,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
S-COMMERZ Immobilienvermittlung GmbH,1,niederösterreich,2620 Neunkirchen,https://www.karriere.at/f/s-real-immobilienvermittlung,s REAL Immobilienvermittlung GmbH,90.2,,,,0,False
"S-Real, Realitätenvermittlungs- und -verwaltungs Gesellschaft m.b.H.",1,niederösterreich,2700 Wiener Neustadt,https://www.karriere.at/f/lsu-verwaltungs-gmbh,LSU Verwaltungs GmbH,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,False
S.U.N. B1300 Zertifizierungs GmbH,1,niederösterreich,3100 St.Pölten,https://www.karriere.at/f/%C3%B6qa-zertifizierungs-gmbh,ÖQA Zertifizierungs-GmbH,88.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,9,False
S3G Immobilienverwaltung OG,1,niederösterreich,2521 Trumau,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Satzer Immobilientreuhand e.U.,1,niederösterreich,2130 Mistelbach,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Schreibeis Immobilien GmbH,1,niederösterreich,2542 Kottingbrunn,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Schwarzataler Immobilien Treuhandgesellschaft m.b.H.,1,niederösterreich,2620 Neunkirchen,https://www.karriere.at/f/schwarzataler-immobilien-treuhandgesellschaft,Schwarzataler Immobilien Treuhandgesellschaft m.b.H.,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Schwechater Wohnbau GmbH,1,niederösterreich,2320 Schwechat,https://www.karriere.at/f/%C3%B6wg-wohnbau,ÖWG Wohnbau,77.8,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,False
Seiser GmbH,1,niederösterreich,3491 Straß im Straßertale,,,,,,,,
Simmo Real GmbH,1,niederösterreich,2100 Leobendorf,https://www.karriere.at/f/real-immo-wien,Real Immo Wien,75.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
SK - Immobiliengesellschaft m.b.H.,1,niederösterreich,3500 Krems an der Donau,https://www.karriere.at/f/kremser-immobiliengesellschaft,Kremser Immobiliengesellschaft mbH,84.6,,,,13,True
Stadtgemeinde Gmünd,1,niederösterreich,3950 Gmünd,https://www.karriere.at/f/stadtgemeinde-weiz,Stadtgemeinde Weiz,83.9,101,500,Anzahl der Mitarbeiter*innen 101 - 500,6,False
Steffan Bruckner,1,niederösterreich,2232 Deutsch-Wagram,,,,,,,,
Substantia GmbH,1,niederösterreich,3430 Tulln an der Donau,,,,,,,,
SUSNJARA Immobilientreuhand GmbH,1,niederösterreich,2500 Baden,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Szabina Haiderer,1,niederösterreich,2522 Oberwaltersdorf,https://www.karriere.at/f/diplbw-sabine-haiderer,DiplBW Sabine Haiderer,73.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,False
"Thomas Schanda, M.A.",1,niederösterreich,2380 Perchtoldsdorf,https://www.karriere.at/f/dr-thomas-douschan,Dr. Thomas Douschan,72.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,34,False
Traisen-Gölsental Regionalentwicklungs GmbH,1,niederösterreich,3180 Lilienfeld,https://www.karriere.at/f/raiffeisenbank-traisen-g%C3%B6lsental-egen,Raiffeisenbank Traisen-Gölsental eGen,66.7,51,100,Anzahl der Mitarbeiter*innen 51 - 100,10,True
TREUHANDREAL e.U.,1,niederösterreich,2551 Enzesfeld-Lindabrunn,,,,,,,,
UNI-Real Estate GmbH,1,niederösterreich,2344 Maria Enzersdorf,https://www.karriere.at/f/mg-real-estate,MG Real Estate GmbH,88.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Unibail-Rodamco Austria Verwaltungs GmbH,2,niederösterreich; wien,0222 693969 | 1220 Wien,https://www.karriere.at/f/lsu-verwaltungs-gmbh,LSU Verwaltungs GmbH,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
Ursula Zeller,1,niederösterreich,3100 St. Pölten,https://www.karriere.at/f/zeller-zt,Zeller ZT GmbH,80.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
URW Invest GmbH,2,niederösterreich; wien,1220 Wien | 2334 Vösendorf,https://www.karriere.at/f/tcr-invest,TCR Invest GmbH,80.0,,,,69,True
V & G Bauträger GmbH,1,niederösterreich,2100 Leobendorf,https://www.karriere.at/f/wohnraumwerk-bautr%C3%A4ger-und-projektentwicklungs-gmbh,Wohnraumwerk Bauträger und Projektentwicklungs GmbH,86.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
VALENA Immobilien GmbH,1,niederösterreich,2230 Gänserndorf,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
VB - REAL Volksbank NÖ GmbH,1,niederösterreich,3500 Krems an der Donau,https://www.karriere.at/f/volksbank-wien,VOLKSBANK WIEN AG,78.3,101,500,Anzahl der Mitarbeiter*innen 101 - 500,10,False
Verein der Hausbesitzer in St. Pölten,1,niederösterreich,3100 St. Pölten,https://www.karriere.at/f/skn-st-p%C3%B6lten-st-p%C3%B6lten,SKN St. Pölten GmbH,81.8,31,50,Anzahl der Mitarbeiter*innen 31 - 50,14,True
VINDOBONA Invest GmbH,1,niederösterreich,2500 Baden,https://www.karriere.at/f/pv-invest,PV - Invest GmbH,80.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,15,False
VIVIThv GmbH,3,niederösterreich,2000 Stockerau | 2100 Korneuburg | 3100 St.Pölten,,,,,,,,
VIZUETE Immobilien GmbH,1,niederösterreich,2371 Hinterbrühl,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
VLOW Immobilienvermittlungs und -verwaltungs GmbH,1,niederösterreich,2100 Korneuburg,https://www.karriere.at/f/lsu-verwaltungs-gmbh,LSU Verwaltungs GmbH,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,False
Völkl Immobilienverwaltung GmbH,1,niederösterreich,2486 Pottendorf,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
w4 hausverwaltung GmbH,1,niederösterreich,3580 Horn,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,91.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Waldviertel Immobilien-Vermittlung GmbH,1,niederösterreich,3910 Zwettl,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Weiretmair Gesellschaft m.b.H.,1,niederösterreich,3100 St. Pölten,,,,,,,,
Weislein & Brauner GesmbH,1,niederösterreich,2524 Teesdorf,,,,,,,,
WEVIG Wohnungseigentumsverwaltungs- und Immobilientreuhand-Gesellschaft m.b.H.,4,niederösterreich; oberösterreich; wien,1150 Wien | 3100 St.Pölten | 3500 Krems an der Donau | 4400 Steyr,https://www.karriere.at/f/wevig,WEVIG,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Wilma Grubmüller,1,niederösterreich,3250 Wieselburg,,,,,,,,
Wirth Immobilien GmbH,1,niederösterreich,3451 Michelhausen,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Wolfgang Bauerhansl,1,niederösterreich,3400 Klosterneuburg,,,,,,,,
